route,app,auth,component,component_file,hooks,tables,rls,tables_via_shared,rpcs,edge_fns,edge_fn_deployed,tenant_scoped,files_walked,unresolved_from,verdict,note
/communications/compose,crm7,authenticated,ComposeMessage,crm7/src/pages/communications/template-create.tsx,useCommunicationTemplateStore,,,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,,n/a,62,11,OK,
/communications/mail-merge,crm7,authenticated,MailMerge,crm7/src/pages/notifications/index.tsx,useDocumentTitle useNotificationStore usePermissions,people tenants,people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,tenant-management=true,yes,85,11,OK,
/communications/templates,crm7,authenticated,CommunicationTemplates,crm7/src/pages/communications/mail-merge.tsx,useCommunicationTemplateStore useDocumentTemplateStore useMailMergeBatchStore,people tenants,people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,,yes,86,11,OK,
/communications/templates/:id/edit,crm7,authenticated,CommunicationTemplateEdit,crm7/src/pages/communications/templates.tsx,useCommunicationTemplateStore,people tenants,people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,,yes,76,11,OK,
/communications/templates/create,crm7,authenticated,CommunicationTemplateCreate,crm7/src/pages/communications/template-edit.tsx,useCommunicationTemplateStore useRoute,people tenants,people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,,yes,65,11,OK,
/competencies,crm7,authenticated,Competencies,crm7/src/pages/competencies/index.tsx,useCompetencyAssessmentStore useDocumentTitle usePermissions useQueryClient,apprentice_competencies employers gto_complaints gto_compliance_assessments invoices mentor_assignments people placements tenants training_plans units_of_competency whs_incidents whs_policies whs_risk_assessments workplace_inspections,apprentice_competencies=RLS_ON_TENANT_SCOPED employers=RLS_ON_TENANT_SCOPED gto_complaints=RLS_ON_MIXED gto_compliance_assessments=RLS_ON_MIXED invoices=RLS_ON_TENANT_SCOPED mentor_assignments=RLS_ON_TENANT_SCOPED people=RLS_ON_TENANT_SCOPED placements=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED training_plans=RLS_ON_MIXED units_of_competency=RLS_ON_TENANT_SCOPED whs_incidents=RLS_ON_TENANT_SCOPED whs_policies=RLS_ON_TENANT_SCOPED whs_risk_assessments=RLS_ON_TENANT_SCOPED workplace_inspections=RLS_ON_TENANT_SCOPED,aass_providers audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions field_officers funding_sources incidents mentors opportunities profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_providers user_preferences user_tenants,invoice_summary,,tenant-management=true,yes,81,13,OK,
/competencies/:id,crm7,authenticated,CompetencyDetail,crm7/src/pages/competencies/[id].tsx,,units_of_competency,units_of_competency=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers user_preferences user_tenants,,,,yes,44,3,OK,
/competencies/create,crm7,authenticated,CompetencyCreate,crm7/src/pages/competencies/create.tsx,usePlatformRole useTenantId,developer_impersonation_sessions profiles super_admin_action_audit tenants units_of_competency,developer_impersonation_sessions=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED units_of_competency=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities tenant_entity_records training_contracts training_plans training_providers user_preferences user_tenants,acting_scope_tenant_id log_tenant_switch,,,yes,53,3,OK,
/compliance,crm7,authenticated,Compliance,crm7/src/pages/compliance/index.tsx,useComplianceStore useDocumentTitle usePermissions useSearch,financial_viability_snapshots induction_records lln_assessments site_visits whs_audits,financial_viability_snapshots=RLS_ON_ROLE_OR_OTHER induction_records=RLS_ON_TENANT_SCOPED lln_assessments=RLS_ON_TENANT_SCOPED site_visits=RLS_ON_MIXED whs_audits=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,tenant-management=true,PARTIAL,74,11,REVIEW_TENANT_PARTIAL,
/compliance/alerts,crm7,authenticated,ComplianceAlerts,crm7/src/pages/compliance/alerts.tsx,useAuth useMutation useQuery useQueryClient,audit_logs compliance_alerts people tenants user_tenants,audit_logs=RLS_ON_OWNER_SCOPED compliance_alerts=RLS_ON_TENANT_SCOPED people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED user_tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences,acting_scope_tenant_id,,,yes,74,4,OK,
/compliance/avetmiss,crm7,authenticated,AvetmissExport,crm7/src/pages/compliance/avetmiss/index.tsx,useDocumentTitle usePermissions useReactTable useTablePreferences,avetmiss_exports profiles user_preferences user_tenants,avetmiss_exports=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED user_preferences=RLS_ON_OWNER_SCOPED user_tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency,acting_scope_tenant_id set_current_tenant,avetmiss-export,avetmiss-export=true tenant-management=true,yes,57,3,OK,
/compliance/boot,crm7,authenticated,BootAssessments,crm7/src/pages/compliance/boot/index.tsx,useBootAssessmentStore useDocumentTitle usePermissions,people tenants,people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,,,tenant-management=true,yes,68,11,OK,
/compliance/boot/:id,crm7,authenticated,BootAssessmentDetail,crm7/src/pages/compliance/boot/detail.tsx,useAuth useDocumentTitle usePermissions,audit_logs boot_assessments people tenants,audit_logs=RLS_ON_OWNER_SCOPED boot_assessments=RLS_ON_TENANT_SCOPED people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,acting_scope_tenant_id,,tenant-management=true,yes,68,3,OK,
/compliance/create,crm7,authenticated,ComplianceCreate,crm7/src/pages/compliance/create.tsx,useComplianceStore useFormField,batch_charge_rate_quotes charge_rate_quotes compliance_alerts,batch_charge_rate_quotes=RLS_ON_TENANT_SCOPED charge_rate_quotes=RLS_ON_TENANT_SCOPED compliance_alerts=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates charge_rate_snapshots clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources govt_integration_logs gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_preferences user_tenants wage_calculation_snapshots,,,,yes,174,12,OK,
/compliance/financial-viability,crm7,authenticated,FinancialViability,crm7/src/pages/compliance/financial-viability/index.tsx,useAuth useDateFormatPreference useDocumentTitle usePermissions usePlatformRole usePortalContext useReactTable useTablePreferences,developer_impersonation_sessions financial_viability_snapshots profiles super_admin_action_audit user_preferences user_tenants,developer_impersonation_sessions=RLS_ON_TENANT_SCOPED financial_viability_snapshots=RLS_ON_ROLE_OR_OTHER profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED user_tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency,log_tenant_switch,,tenant-management=true,PARTIAL,66,3,REVIEW_TENANT_PARTIAL,
/compliance/gto-dashboard,crm7,authenticated,GtoComplianceDashboard,crm7/src/pages/compliance/gto-dashboard.tsx,usePlatformRole useQuery useTenantId,developer_impersonation_sessions profiles super_admin_action_audit tenants,developer_impersonation_sessions=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,acting_scope_tenant_id log_tenant_switch,,,yes,47,3,OK,
/compliance/guardian-consents,crm7,authenticated,GuardianConsents,crm7/src/pages/compliance/guardian-consents/index.tsx,useDateFormatPreference useReactTable useTablePreferences,guardian_consents user_preferences,guardian_consents=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,,yes,64,3,OK,
/compliance/induction,crm7,authenticated,ComplianceInduction,crm7/src/pages/compliance/induction/index.tsx,useDateFormatPreference useReactTable useTablePreferences,aass_providers induction_records qualifications training_providers user_preferences,aass_providers=RLS_ON_TENANT_SCOPED induction_records=RLS_ON_TENANT_SCOPED qualifications=RLS_ON_TENANT_SCOPED training_providers=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED,apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_provider_qualifications units_of_competency user_tenants,import_qualification_from_catalog,,tga-search=true,yes,109,13,OK,
/compliance/insurance-tracker,crm7,authenticated,InsuranceTracker,crm7/src/pages/compliance/insurance-tracker.tsx,useDateFormatPreference,insurance_policies user_preferences,insurance_policies=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,,yes,72,3,OK,
/compliance/lln-assessments,crm7,authenticated,LLNAssessments,crm7/src/pages/compliance/lln-assessments/index.tsx,useDateFormatPreference useDocumentTitle usePermissions useReactTable useTablePreferences,lln_assessments user_preferences,lln_assessments=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,tenant-management=true,yes,64,3,OK,
/compliance/lln-assessments/create,crm7,authenticated,LLNAssessments,crm7/src/pages/compliance/lln-assessments/index.tsx,useDateFormatPreference useDocumentTitle usePermissions useReactTable useTablePreferences,lln_assessments user_preferences,lln_assessments=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,tenant-management=true,yes,64,3,OK,
/compliance/monitoring-visits,crm7,authenticated,MonitoringVisitsCompliance,crm7/src/pages/compliance/monitoring-visits/index.tsx,useDateFormatPreference useReactTable useTablePreferences,site_visits user_preferences,site_visits=RLS_ON_MIXED user_preferences=RLS_ON_OWNER_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,,yes,60,3,OK,
/compliance/usi-verification,crm7,authenticated,USIVerification,crm7/src/pages/compliance/usi-verification.tsx,useDateFormatPreference,people tenants user_preferences,people=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED user_preferences=RLS_ON_OWNER_SCOPED,aass_providers apprentice_competencies award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records training_contracts training_plans training_providers units_of_competency user_tenants,,,,yes,76,3,OK,
/compliance/whs-audits,crm7,authenticated,WHSAudits,crm7/src/pages/compliance/whs-audits/index.tsx,useDateFormatPreference useDocumentTitle usePermissions useReactTable useSearch useTablePreferences,user_preferences whs_audits,user_preferences=RLS_ON_OWNER_SCOPED whs_audits=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,tenant-management=true,yes,65,3,OK,
/compliance/whs-audits/create,crm7,authenticated,WHSAudits,crm7/src/pages/compliance/whs-audits/index.tsx,useDateFormatPreference useDocumentTitle usePermissions useReactTable useSearch useTablePreferences,user_preferences whs_audits,user_preferences=RLS_ON_OWNER_SCOPED whs_audits=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages developer_impersonation_sessions employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements profiles qualifications report_catalog_joins sites state_training_authorities super_admin_action_audit tenant_entity_records tenants training_contracts training_plans training_providers units_of_competency user_tenants,,,tenant-management=true,yes,65,3,OK,
/contacts,crm7,authenticated,ContactsPage,crm7/src/App.tsx,useAccessibilityInit useApprenticeOptions useApprenticePlacementsForApprentice useApprenticeStore useApprenticesAnalytics useAuth useBootAssessmentStore useBranding useCaseNoteStore useChargeCalcResolvers useChromelessState useClientStore useCoYApprenticeChangeStore useCoYBatchStore useCommunicationStore useCommunicationTemplateStore useCompetencyAssessmentStore useComplianceStore useContactStore useContacts useDashboard useDashboardCrossFilterStore useDashboardsList useDebounce,aass_registrations apprentice_competencies apprentice_handoff_tokens apprentices audit_events audit_logs avetmiss_exports awards boot_assessments charge_rate_audit_log charge_rate_quotes charge_rate_schedules charge_rate_snapshots clients communications competency_assessments compliance_alerts contacts coy_apprentice_changes document_metadata document_records employers financial_viability_snapshots gto_access_equity_adjustments gto_compliance_evidence guardian_consents incidents induction_records invoice_line_items invoices leave_requests lln_assessments mentor_assignments org_members pay_runs payroll_identifier_kinds people performance_reviews placements profiles progress_review_templates qualification_units qualifications r7_candidates rate_schedules reminders report_deliveries report_schedules report_templates signature_requests site_visits skill_records super_admin_action_audit support_contacts tenant_payroll_identifiers tenant_switch_audit tenants timesheets training_contracts training_plan_reviews training_plans training_provider_organisations training_provider_qualifications training_providers units_of_competency user_tenants whs_audits xero_connections,aass_registrations=RLS_ON_TENANT_SCOPED apprentice_competencies=RLS_ON_TENANT_SCOPED apprentice_handoff_tokens=RLS_ON_TENANT_SCOPED apprentices=RLS_ON_TENANT_SCOPED audit_events=RLS_ON_TENANT_SCOPED audit_logs=RLS_ON_OWNER_SCOPED avetmiss_exports=RLS_ON_TENANT_SCOPED awards=RLS_ON_ROLE_OR_OTHER boot_assessments=RLS_ON_TENANT_SCOPED charge_rate_audit_log=RLS_ON_TENANT_SCOPED charge_rate_quotes=RLS_ON_TENANT_SCOPED charge_rate_schedules=RLS_ON_TENANT_SCOPED charge_rate_snapshots=RLS_ON_TENANT_SCOPED clients=RLS_ON_TENANT_SCOPED communications=RLS_ON_TENANT_SCOPED competency_assessments=RLS_ON_TENANT_SCOPED compliance_alerts=RLS_ON_TENANT_SCOPED contacts=RLS_ON_TENANT_SCOPED coy_apprentice_changes=RLS_ON_TENANT_SCOPED document_metadata=RLS_ON_TENANT_SCOPED document_records=RLS_ON_TENANT_SCOPED employers=RLS_ON_TENANT_SCOPED financial_viability_snapshots=RLS_ON_ROLE_OR_OTHER gto_access_equity_adjustments=RLS_ON_MIXED gto_compliance_evidence=RLS_ON_MIXED guardian_consents=RLS_ON_TENANT_SCOPED incidents=RLS_ON_TENANT_SCOPED induction_records=RLS_ON_TENANT_SCOPED invoice_line_items=RLS_ON_TENANT_SCOPED invoices=RLS_ON_TENANT_SCOPED leave_requests=RLS_ON_TENANT_SCOPED lln_assessments=RLS_ON_TENANT_SCOPED mentor_assignments=RLS_ON_TENANT_SCOPED org_members=RLS_ON_TENANT_SCOPED pay_runs=RLS_ON_MIXED payroll_identifier_kinds=RLS_ON_PERMISSIVE people=RLS_ON_TENANT_SCOPED performance_reviews=RLS_ON_TENANT_SCOPED placements=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED progress_review_templates=RLS_ON_TENANT_SCOPED qualification_units=RLS_ON_PERMISSIVE qualifications=RLS_ON_TENANT_SCOPED r7_candidates=RLS_ON_TENANT_SCOPED rate_schedules=RLS_ON_TENANT_SCOPED reminders=RLS_ON_TENANT_SCOPED report_deliveries=RLS_ON_TENANT_SCOPED report_schedules=RLS_ON_TENANT_SCOPED report_templates=RLS_ON_TENANT_SCOPED signature_requests=RLS_ON_TENANT_SCOPED site_visits=RLS_ON_MIXED skill_records=RLS_ON_TENANT_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED support_contacts=RLS_ON_TENANT_SCOPED tenant_payroll_identifiers=RLS_ON_TENANT_SCOPED tenant_switch_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED timesheets=RLS_ON_TENANT_SCOPED training_contracts=RLS_ON_TENANT_SCOPED training_plan_reviews=RLS_ON_TENANT_SCOPED training_plans=RLS_ON_MIXED training_provider_organisations=RLS_ON_TENANT_SCOPED training_provider_qualifications=RLS_ON_PERMISSIVE training_providers=RLS_ON_TENANT_SCOPED units_of_competency=RLS_ON_TENANT_SCOPED user_tenants=RLS_ON_TENANT_SCOPED whs_audits=RLS_ON_TENANT_SCOPED xero_connections=RLS_ON_TENANT_SCOPED,,create_apprentice_from_candidate create_person_with_contact is_enterprise_admin link_training_provider_to_organisation log_tenant_switch onboarding_requirements_preview payroll_remittance_readiness platform_admin_act_as platform_admin_stop_acting redeem_quote_handoff_token set_demo_persist_flag update_person_with_contact,avetmiss-export charge-rate-quote-dispatch fairwork-enhanced handover-to-employment host-agreement-dispatch invoice-send-direct report-delivery tasks-sync xero-invoice-submit,avetmiss-export=true charge-rate-quote-dispatch=true fairwork-enhanced=true handover-to-employment=true host-agreement-dispatch=true invoice-send-direct=true report-delivery=true tasks-sync=true xero-invoice-submit=true,PARTIAL,260,11,REVIEW_TENANT_PARTIAL,
/contacts/:id,crm7,authenticated,ContactDetail,crm7/src/pages/contacts/[id]/index.tsx,useAuth useChatScroll useContactActivityStore useContactStore useDocumentCategoryPolicies useDocumentTitle useDownloadDocument useEntityDocuments useHostEmployerStore useMutation usePermissions usePlatformRole useQuery useQueryClient useRealtimeChat useRecentlyViewed useSearch useTabParam useTenantId useTrackRecordView useUploadDocument useVerificationHistory useVerifyDocument,audit_logs batch_charge_rate_quotes charge_rate_quotes compliance_alerts contact_messages contacts custom_pages developer_impersonation_sessions document_access_log document_categories document_metadata document_verification_events employers funding_sources host_agreements leads mentors opportunities people placements profiles super_admin_action_audit tenants timesheets training_providers vacancies,audit_logs=RLS_ON_OWNER_SCOPED batch_charge_rate_quotes=RLS_ON_TENANT_SCOPED charge_rate_quotes=RLS_ON_TENANT_SCOPED compliance_alerts=RLS_ON_TENANT_SCOPED contact_messages=RLS_ON_TENANT_SCOPED contacts=RLS_ON_TENANT_SCOPED custom_pages=RLS_ON_MIXED developer_impersonation_sessions=RLS_ON_TENANT_SCOPED document_access_log=RLS_ON_TENANT_SCOPED document_categories=RLS_ON_TENANT_SCOPED document_metadata=RLS_ON_TENANT_SCOPED document_verification_events=RLS_ON_TENANT_SCOPED employers=RLS_ON_TENANT_SCOPED funding_sources=RLS_ON_TENANT_SCOPED host_agreements=RLS_ON_MIXED leads=RLS_ON_TENANT_SCOPED mentors=RLS_ON_TENANT_SCOPED opportunities=RLS_ON_TENANT_SCOPED people=RLS_ON_TENANT_SCOPED placements=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED timesheets=RLS_ON_TENANT_SCOPED training_providers=RLS_ON_TENANT_SCOPED vacancies=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies award_rates charge_rate_snapshots clients custom_page_revisions field_officers govt_integration_logs gto_complaints incidents qualifications report_catalog_joins sites state_training_authorities tenant_entity_records training_contracts training_plans units_of_competency user_preferences user_tenants wage_calculation_snapshots,acting_scope_tenant_id get_documents_eligible_for_destruction log_tenant_switch,document-encryption,document-encryption=true tenant-management=true,yes,232,18,OK,
/contacts/:id/edit,crm7,authenticated,ContactEdit,crm7/src/pages/contacts/[id]/edit.tsx,useContactStore useDocumentTitle usePermissions useQuery useSchemaReflection,contacts,contacts=RLS_ON_TENANT_SCOPED,audit_logs developer_impersonation_sessions people profiles super_admin_action_audit tenants user_tenants,,,tenant-management=true,yes,40,8,OK,
/contacts/create,crm7,authenticated,ContactCreate,crm7/src/pages/contacts/create.tsx,useClientStore useContactStore useDocumentTitle usePermissions,,,audit_logs developer_impersonation_sessions people profiles super_admin_action_audit tenants user_tenants,,,tenant-management=true,n/a,44,8,OK,
/contacts/groups,crm7,authenticated,ContactGroups,crm7/src/pages/contacts/groups/index.tsx,useContactStore useDocumentTitle usePermissions usePlatformRole useTenantId,developer_impersonation_sessions profiles super_admin_action_audit tenants,developer_impersonation_sessions=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,acting_scope_tenant_id log_tenant_switch,,tenant-management=true,yes,69,11,OK,
/contacts/groups/:id,crm7,authenticated,ContactGroupDetail,crm7/src/pages/contacts/groups/[id]/index.tsx,useContactStore usePlatformRole useTenantId,developer_impersonation_sessions profiles super_admin_action_audit tenants,developer_impersonation_sessions=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,acting_scope_tenant_id log_tenant_switch,,,yes,63,11,OK,
/contacts/groups/:id/edit,crm7,authenticated,ContactGroupEdit,crm7/src/pages/contacts/groups/[id]/edit.tsx,useContactStore usePlatformRole useTenantId,developer_impersonation_sessions profiles super_admin_action_audit tenants,developer_impersonation_sessions=RLS_ON_TENANT_SCOPED profiles=RLS_ON_OWNER_SCOPED super_admin_action_audit=RLS_ON_TENANT_SCOPED tenants=RLS_ON_TENANT_SCOPED,aass_providers apprentice_competencies audit_logs award_rates clients contacts custom_page_revisions custom_pages employers field_officers funding_sources gto_complaints incidents mentors opportunities people placements qualifications report_catalog_joins sites state_training_authorities tenant_entity_records training_contracts training_plans training_providers units_of_competency user_preferences user_tenants,acting_scope_tenant_id log_tenant_switch,,,yes,64,11,OK,
/contacts/groups/new,crm7,authenticated,ContactGroupCreate,crm7/src/pages/contacts/groups/new.tsx,,,,,,,,n/a,1,0,NO_DATA_PATH,"static route: no table, rpc or edge function reachable in 1 files"
